Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0.10073542594909668,-1.2537109375000002,1.34462890625,0.6794921875000001,-6.53076171875,-32.89794921875,13.5498046875
0.20145654678344727,-7.60361328125,28.672656250000003,-3.30654296875,123.35205078125,-55.48095703125,160.09521484375
0.3021073341369629,-11.345605468750001,14.647363281250001,-0.976171875,-130.2490234375,202.33154296875,98.14453125
0.40264368057250977,-4.5985351562500005,-0.52158203125,0.7034179687500001,23.5595703125,-2.44140625,-34.7900390625
0.5032668113708496,-1.8183593750000002,-2.3638671875000004,0.92353515625,8.60595703125,-63.232421875,-40.0390625
0.6037633419036865,-1.856640625,-0.5455078125,1.1101562500000002,-2.74658203125,-26.42822265625,-28.13720703125
0.7042534351348877,-11.206835937500001,38.1951171875,-6.354687500000001,118.0419921875,-159.24072265625,-2.25830078125
0.8047196865081787,-9.06787109375,12.872070312500002,0.8613281250000001,-41.56494140625,163.2080078125,-83.06884765625
0.9050447940826416,1.63173828125,-2.01455078125,2.3447265625,43.27392578125,-15.5029296875,-61.34033203125
1.0055508613586426,0.40673828125000006,-1.5025390625000001,1.7178710937500001,9.1552734375,-33.447265625,-4.2724609375
1.1060593128204346,-1.07666015625,0.6316406250000001,0.31103515625,-6.40869140625,-17.76123046875,29.78515625
1.2066013813018799,-1.2058593750000002,35.357519531250006,-7.407421875000001,88.43994140625,-18.24951171875,246.76513671875
1.3067762851715088,-9.78564453125,17.197851562500002,-0.30625,-80.2001953125,133.36181640625,103.3935546875
1.407191514968872,-3.33525390625,-0.7369140625,0.55029296875,28.01513671875,24.5361328125,-50.10986328125
1.5078206062316895,-1.6700195312500001,-3.234765625,0.9618164062500001,8.11767578125,-25.69580078125,-63.1103515625
1.608522653579712,-1.2919921875,-2.2394531250000003,0.50244140625,-4.33349609375,-7.75146484375,-49.4384765625
1.709111213684082,-19.174121093750003,32.0892578125,-10.52734375,240.17333984375,-246.52099609375,58.53271484375
1.80942964553833,-10.06318359375,17.4466796875,-0.76083984375,38.818359375,74.15771484375,-88.80615234375
1.9096462726593018,8.39794921875,-2.6988281250000004,3.3926757812500004,14.2822265625,-132.87353515625,-119.93408203125
2.010172128677368,-0.033496093750000004,-1.4307617187500001,1.87099609375,-2.86865234375,66.650390625,-37.9638671875
2.1107168197631836,0.30625,-0.43544921875000003,0.6412109375,-30.57861328125,-48.583984375,-12.02392578125
2.2116992473602295,-13.403222656250001,16.18818359375,-2.4069335937500003,74.3408203125,-84.1064453125,152.89306640625
2.312148094177246,-16.025488281250002,29.49091796875,-6.938476562500001,-59.26513671875,309.02099609375,167.29736328125
